"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"App: Groww
Sheet: Groww.xlsx
Scenario: Login","24130","[Groww] Login Execution","automation_Test.EndToEndTests_Form","Mon Jul 28 18:47:23 IST 2025","passed","Mon Jul 28 18:47:47 IST 2025","automation_Test.EndToEndTests_Form","Command line test","automation_Test.EndToEndTests_Form","Execution"
