"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"App: Groww
Sheet: Groww.xlsx
Scenario: Login","29733","[Groww] Login Execution","automation_Test.EndToEndTests_Form","Mon Jul 28 21:19:39 IST 2025","passed","Mon Jul 28 21:20:08 IST 2025","automation_Test.EndToEndTests_Form","Command line test","automation_Test.EndToEndTests_Form","Execution"
